site_id,fold,model,mae_kw,rmse_kw,mean_error_kw,wape_pct,smape_pct,mape_pct,nrmse_by_median_pct,nrmse_by_peak_pct,peak_precision,peak_recall,peak_f1,peak_false_negative_count,peak_false_positive_count,peak_capture_rate_at_k,md_peak_rank,peak_time_error_intervals,md_abs_error_kw
1. Load Profile (With Solar Installed) SoL,10,enhanced_peak_confirmed,28.355501207493102,36.62751121489497,-17.28387548788302,3.7876775698771885,3.73513581634261,3.6768551987834854,5.374543098297134,3.9257782652620548,0.6666666666666666,0.4,0.5,3.0,1.0,0.2,34.0,4.0,22.87829626164671
1. Load Profile (With Solar Installed) SoL,10,enhanced_peak_priority,28.355501207493102,36.62751121489497,-17.28387548788302,3.7876775698771885,3.73513581634261,3.6768551987834854,5.374543098297134,3.9257782652620548,0.5,1.0,0.6666666666666666,0.0,1.0,0.4,12.0,4.0,22.87829626164671
1. Load Profile (With Solar Installed) SoL,10,ridge_only,38.95867489263448,52.51775342197533,-17.739344874694822,5.204030708650456,5.25413801374549,5.1696943388479095,7.706200061918611,5.628912478239585,0.6,0.6,0.6,2.0,0.0,0.4,16.0,5.0,0.03610537739461961
1. Load Profile (With Solar Installed) SoL,10,seasonal,18.67708333333335,23.13501584899681,-9.522916666666701,2.494851672510716,2.670677223940104,2.64968680993459,3.3947198604544115,2.4796372828506765,0.8,0.8,0.8000000000000002,1.0,0.0,0.4,12.0,11.0,11.0
2. Load Profile (No Solar) E,1,direct_hgb,220.3832768658675,258.8582286866872,-118.65062084279468,20.15662294842255,21.633582653297132,19.911927220198113,23.924050710414715,17.597432269659226,0.16666666666666666,0.2,0.1818181818181818,4.0,4.0,0.0,23.0,16.0,270.2039731469631
2. Load Profile (No Solar) E,1,enhanced,134.36528020669235,183.5792291452484,-70.86014274821139,12.289273165376482,12.477882550914758,11.709873246063216,16.96665703745364,12.479893211777593,0.2,0.2,0.20000000000000004,4.0,2.0,0.2,46.0,7.0,196.04462330345746
2. Load Profile (No Solar) E,1,enhanced_late_peak_uplift,134.36528020669235,183.5792291452484,-70.86014274821139,12.289273165376482,12.477882550914758,11.709873246063216,16.96665703745364,12.479893211777593,0.2,0.2,0.20000000000000004,4.0,2.0,0.2,46.0,7.0,196.04462330345746
2. Load Profile (No Solar) E,1,enhanced_md_calibrated,134.36528020669235,183.5792291452484,-70.86014274821139,12.289273165376482,12.477882550914758,11.709873246063216,16.96665703745364,12.479893211777593,0.2,0.2,0.20000000000000004,4.0,2.0,0.2,46.0,7.0,196.04462330345746
2. Load Profile (No Solar) E,1,enhanced_peak_confirmed,134.36528020669235,183.5792291452484,-70.86014274821139,12.289273165376482,12.477882550914758,11.709873246063216,16.96665703745364,12.479893211777593,0.0,0.0,0.0,5.0,1.0,0.2,39.0,7.0,196.04462330345746
2. Load Profile (No Solar) E,1,enhanced_peak_priority,134.36528020669235,183.5792291452484,-70.86014274821139,12.289273165376482,12.477882550914758,11.709873246063216,16.96665703745364,12.479893211777593,0.4,0.8,0.5333333333333333,1.0,5.0,0.0,44.0,7.0,196.04462330345746
2. Load Profile (No Solar) E,1,ridge_only,147.34688120753938,191.15563852450805,-91.37996964807473,13.476592096114576,13.868283280500219,12.992138923412117,17.666879715758597,12.994944835112715,0.2,0.2,0.20000000000000004,4.0,2.0,0.2,44.0,27.0,162.14604090189323
