policy,alert_quantile,match_window_intervals,score_smoothing_window,mae_kw,rmse_kw,mean_error_kw,wape_pct,smape_pct,mape_pct,nrmse_by_median_pct,nrmse_by_peak_pct,peak_precision,peak_recall,peak_f1,peak_false_negative_count,peak_false_positive_count,peak_capture_rate_at_k,md_peak_rank,peak_time_error_intervals,md_abs_error_kw,site_id,fold,cutoff
strict_15pct,0.85,2.0,1.0,70.01532285862625,107.0801383262058,-69.88531623276796,62.72204056910743,59.94045413373976,38.245859613716775,214.8207214785252,46.00891575249306,0.5,0.8,0.6153846153846154,1.0,2.0,0.8,2.0,8.0,188.78059748530274,3. Load Profile (No Solar) SuN,1,2352
current_20pct,0.8,2.0,1.0,70.01532285862625,107.0801383262058,-69.88531623276796,62.72204056910743,59.94045413373976,38.245859613716775,214.8207214785252,46.00891575249306,0.4,0.8,0.5333333333333333,1.0,4.0,0.8,2.0,8.0,188.78059748530274,3. Load Profile (No Solar) SuN,1,2352
strict_15pct,0.85,2.0,1.0,20.128215115793072,30.549383275523383,3.5431216682640074,18.204508862130936,18.48792217745123,18.90111717365036,41.52998644575718,13.239238199948769,0.625,1.0,0.7692307692307693,0.0,6.0,0.0,16.0,11.0,10.434516168255442,3. Load Profile (No Solar) SuN,2,2400
current_20pct,0.8,2.0,1.0,20.128215115793072,30.549383275523383,3.5431216682640074,18.204508862130936,18.48792217745123,18.90111717365036,41.52998644575718,13.239238199948769,0.5,1.0,0.6666666666666666,0.0,6.0,0.0,16.0,11.0,10.434516168255442,3. Load Profile (No Solar) SuN,2,2400
smoothed_20pct,0.8,2.0,3.0,20.128215115793072,30.549383275523383,3.5431216682640074,18.204508862130936,18.48792217745123,18.90111717365036,41.52998644575718,13.239238199948769,0.5,1.0,0.6666666666666666,0.0,7.0,0.0,16.0,11.0,10.434516168255442,3. Load Profile (No Solar) SuN,2,2400
catch_more_25pct,0.75,2.0,1.0,20.128215115793072,30.549383275523383,3.5431216682640074,18.204508862130936,18.48792217745123,18.90111717365036,41.52998644575718,13.239238199948769,0.4166666666666667,1.0,0.5882352941176471,0.0,7.0,0.0,16.0,11.0,10.434516168255442,3. Load Profile (No Solar) SuN,2,2400
strict_15pct,0.85,2.0,1.0,14.415200106555446,20.473783157400643,7.236166859714014,19.52089647707079,20.590059794032253,24.30191718871121,48.50032272078616,14.647564837946197,0.625,1.0,0.7692307692307693,0.0,2.0,0.6,4.0,2.0,21.611603985115153,3. Load Profile (No Solar) SuN,3,2448
current_20pct,0.8,2.0,1.0,14.415200106555446,20.473783157400643,7.236166859714014,19.52089647707079,20.590059794032253,24.30191718871121,48.50032272078616,14.647564837946197,0.5,1.0,0.6666666666666666,0.0,3.0,0.6,4.0,2.0,21.611603985115153,3. Load Profile (No Solar) SuN,3,2448
smoothed_20pct,0.8,2.0,3.0,14.415200106555446,20.473783157400643,7.236166859714014,19.52089647707079,20.590059794032253,24.30191718871121,48.50032272078616,14.647564837946197,0.5,1.0,0.6666666666666666,0.0,4.0,0.6,2.0,2.0,21.611603985115153,3. Load Profile (No Solar) SuN,3,2448
catch_more_25pct,0.75,2.0,1.0,14.415200106555446,20.473783157400643,7.236166859714014,19.52089647707079,20.590059794032253,24.30191718871121,48.50032272078616,14.647564837946197,0.4166666666666667,1.0,0.5882352941176471,0.0,5.0,0.6,4.0,2.0,21.611603985115153,3. Load Profile (No Solar) SuN,3,2448
current_20pct,0.8,2.0,1.0,30.69964301949552,44.54585667637336,25.547007002794214,69.8804364330494,42.20249962843538,68.3542461279556,106.93068081301126,71.95258001269157,0.5,1.0,0.6666666666666666,0.0,6.0,0.0,13.0,10.0,68.74857122905877,3. Load Profile (No Solar) SuN,4,2496
smoothed_20pct,0.8,2.0,3.0,30.69964301949552,44.54585667637336,25.547007002794214,69.8804364330494,42.20249962843538,68.3542461279556,106.93068081301126,71.95258001269157,0.5,1.0,0.6666666666666666,0.0,6.0,0.2,14.0,10.0,68.74857122905877,3. Load Profile (No Solar) SuN,4,2496
catch_more_25pct,0.75,2.0,1.0,30.69964301949552,44.54585667637336,25.547007002794214,69.8804364330494,42.20249962843538,68.3542461279556,106.93068081301126,71.95258001269157,0.4166666666666667,1.0,0.5882352941176471,0.0,6.0,0.0,13.0,10.0,68.74857122905877,3. Load Profile (No Solar) SuN,4,2496
strict_15pct,0.85,2.0,1.0,30.69964301949552,44.54585667637336,25.547007002794214,69.8804364330494,42.20249962843538,68.3542461279556,106.93068081301126,71.95258001269157,0.5,0.8,0.6153846153846154,1.0,5.0,0.0,13.0,10.0,68.74857122905877,3. Load Profile (No Solar) SuN,4,2496
current_20pct,0.8,2.0,1.0,98.50921019718078,135.0774342926787,-98.50921019718078,69.00573974933016,76.77031274447621,50.53348048134517,169.91958013503088,48.64104055658056,0.5,1.0,0.6666666666666666,0.0,4.0,0.2,8.0,2.0,216.92751389644098,3. Load Profile (No Solar) SuN,5,2544
catch_more_25pct,0.75,2.0,1.0,98.50921019718078,135.0774342926787,-98.50921019718078,69.00573974933016,76.77031274447621,50.53348048134517,169.91958013503088,48.64104055658056,0.4166666666666667,1.0,0.5882352941176471,0.0,5.0,0.2,8.0,2.0,216.92751389644098,3. Load Profile (No Solar) SuN,5,2544
strict_15pct,0.85,2.0,1.0,98.50921019718078,135.0774342926787,-98.50921019718078,69.00573974933016,76.77031274447621,50.53348048134517,169.91958013503088,48.64104055658056,0.5,0.8,0.6153846153846154,1.0,3.0,0.2,8.0,2.0,216.92751389644098,3. Load Profile (No Solar) SuN,5,2544
smoothed_20pct,0.8,2.0,3.0,98.50921019718078,135.0774342926787,-98.50921019718078,69.00573974933016,76.77031274447621,50.53348048134517,169.91958013503088,48.64104055658056,0.4,0.8,0.5333333333333333,1.0,4.0,0.2,6.0,2.0,216.92751389644098,3. Load Profile (No Solar) SuN,5,2544
strict_15pct,0.85,2.0,1.0,13.956133345524764,23.835740008774806,-4.673609476769478,9.802856119662957,11.856231217809247,11.328195547256536,25.6063004570261,8.877046576614637,0.625,1.0,0.7692307692307693,0.0,2.0,0.4,2.0,1.0,8.945689407964153,3. Load Profile (No Solar) SuN,6,2592
current_20pct,0.8,2.0,1.0,13.956133345524764,23.835740008774806,-4.673609476769478,9.802856119662957,11.856231217809247,11.328195547256536,25.6063004570261,8.877046576614637,0.5,1.0,0.6666666666666666,0.0,2.0,0.4,2.0,1.0,8.945689407964153,3. Load Profile (No Solar) SuN,6,2592
smoothed_20pct,0.8,2.0,3.0,13.956133345524764,23.835740008774806,-4.673609476769478,9.802856119662957,11.856231217809247,11.328195547256536,25.6063004570261,8.877046576614637,0.5,1.0,0.6666666666666666,0.0,2.0,0.4,1.0,1.0,8.945689407964153,3. Load Profile (No Solar) SuN,6,2592
catch_more_25pct,0.75,2.0,1.0,13.956133345524764,23.835740008774806,-4.673609476769478,9.802856119662957,11.856231217809247,11.328195547256536,25.6063004570261,8.877046576614637,0.4166666666666667,1.0,0.5882352941176471,0.0,3.0,0.4,2.0,1.0,8.945689407964153,3. Load Profile (No Solar) SuN,6,2592
strict_15pct,0.85,2.0,1.0,12.107609846447938,17.345254462597037,3.0434862429508454,8.915919269153052,12.51687318410499,13.530271630818614,19.081100320998953,6.9159375882559715,0.625,1.0,0.7692307692307693,0.0,0.0,0.6,5.0,3.0,9.766789029679444,3. Load Profile (No Solar) SuN,7,2640
current_20pct,0.8,2.0,1.0,12.107609846447938,17.345254462597037,3.0434862429508454,8.915919269153052,12.51687318410499,13.530271630818614,19.081100320998953,6.9159375882559715,0.5,1.0,0.6666666666666666,0.0,1.0,0.6,5.0,3.0,9.766789029679444,3. Load Profile (No Solar) SuN,7,2640
smoothed_20pct,0.8,2.0,3.0,12.107609846447938,17.345254462597037,3.0434862429508454,8.915919269153052,12.51687318410499,13.530271630818614,19.081100320998953,6.9159375882559715,0.5,1.0,0.6666666666666666,0.0,1.0,0.6,5.0,3.0,9.766789029679444,3. Load Profile (No Solar) SuN,7,2640
catch_more_25pct,0.75,2.0,1.0,12.107609846447938,17.345254462597037,3.0434862429508454,8.915919269153052,12.51687318410499,13.530271630818614,19.081100320998953,6.9159375882559715,0.4166666666666667,1.0,0.5882352941176471,0.0,2.0,0.6,5.0,3.0,9.766789029679444,3. Load Profile (No Solar) SuN,7,2640
current_20pct,0.8,2.0,1.0,20.711768547098206,31.941883181808276,-13.356334218769474,14.142890257551382,12.846291091791946,12.687405118784742,32.27885832327409,11.265563541865035,0.3,0.6,0.4,2.0,7.0,0.0,16.0,11.0,43.87426269105799,3. Load Profile (No Solar) SuN,8,2688
catch_more_25pct,0.75,2.0,1.0,20.711768547098206,31.941883181808276,-13.356334218769474,14.142890257551382,12.846291091791946,12.687405118784742,32.27885832327409,11.265563541865035,0.25,0.6,0.35294117647058826,2.0,9.0,0.0,16.0,11.0,43.87426269105799,3. Load Profile (No Solar) SuN,8,2688
strict_15pct,0.85,2.0,1.0,20.711768547098206,31.941883181808276,-13.356334218769474,14.142890257551382,12.846291091791946,12.687405118784742,32.27885832327409,11.265563541865035,0.25,0.4,0.3076923076923077,3.0,6.0,0.0,16.0,11.0,43.87426269105799,3. Load Profile (No Solar) SuN,8,2688
smoothed_20pct,0.8,2.0,3.0,20.711768547098206,31.941883181808276,-13.356334218769474,14.142890257551382,12.846291091791946,12.687405118784742,32.27885832327409,11.265563541865035,0.2,0.4,0.26666666666666666,3.0,8.0,0.0,16.0,11.0,43.87426269105799,3. Load Profile (No Solar) SuN,8,2688
catch_more_25pct,0.75,2.0,1.0,19.45186258130307,28.827561336016874,-11.777521576674639,12.846469462741773,13.592376585526807,13.065099641146357,28.540924827969576,9.36248561602341,0.4166666666666667,1.0,0.5882352941176471,0.0,2.0,0.0,12.0,8.0,36.651974882559614,3. Load Profile (No Solar) SuN,9,2736
current_20pct,0.8,2.0,1.0,19.45186258130307,28.827561336016874,-11.777521576674639,12.846469462741773,13.592376585526807,13.065099641146357,28.540924827969576,9.36248561602341,0.4,0.8,0.5333333333333333,1.0,2.0,0.0,12.0,8.0,36.651974882559614,3. Load Profile (No Solar) SuN,9,2736
smoothed_20pct,0.8,2.0,3.0,19.45186258130307,28.827561336016874,-11.777521576674639,12.846469462741773,13.592376585526807,13.065099641146357,28.540924827969576,9.36248561602341,0.4,0.8,0.5333333333333333,1.0,2.0,0.2,11.0,8.0,36.651974882559614,3. Load Profile (No Solar) SuN,9,2736
strict_15pct,0.85,2.0,1.0,19.45186258130307,28.827561336016874,-11.777521576674639,12.846469462741773,13.592376585526807,13.065099641146357,28.540924827969576,9.36248561602341,0.375,0.6,0.4615384615384615,2.0,2.0,0.0,12.0,8.0,36.651974882559614,3. Load Profile (No Solar) SuN,9,2736
catch_more_25pct,0.75,2.0,1.0,51.113623363194186,69.19434512174351,40.101682007194356,56.290744594257575,40.39359744813172,56.32179099703515,114.88859564733144,46.14573903421847,0.4166666666666667,1.0,0.5882352941176471,0.0,5.0,0.0,9.0,8.0,115.91561754733314,3. Load Profile (No Solar) SuN,10,2784
strict_15pct,0.85,2.0,1.0,51.113623363194186,69.19434512174351,40.101682007194356,56.290744594257575,40.39359744813172,56.32179099703515,114.88859564733144,46.14573903421847,0.5,0.8,0.6153846153846154,1.0,5.0,0.0,9.0,8.0,115.91561754733314,3. Load Profile (No Solar) SuN,10,2784
current_20pct,0.8,2.0,1.0,51.113623363194186,69.19434512174351,40.101682007194356,56.290744594257575,40.39359744813172,56.32179099703515,114.88859564733144,46.14573903421847,0.4,0.8,0.5333333333333333,1.0,5.0,0.0,9.0,8.0,115.91561754733314,3. Load Profile (No Solar) SuN,10,2784
smoothed_20pct,0.8,2.0,3.0,51.113623363194186,69.19434512174351,40.101682007194356,56.290744594257575,40.39359744813172,56.32179099703515,114.88859564733144,46.14573903421847,0.4,0.8,0.5333333333333333,1.0,4.0,0.0,9.0,8.0,115.91561754733314,3. Load Profile (No Solar) SuN,10,2784
strict_15pct,0.85,2.0,1.0,212.65114296271335,250.01659804131654,-107.42216574116674,19.159918275725946,20.02583048961184,19.15335392292322,22.677242452727125,16.69002657151646,0.625,1.0,0.7692307692307693,0.0,3.0,0.8,2.0,1.0,202.61091275333342,4. Load Profile (With Solar) Mi2,1,2448
current_20pct,0.8,2.0,1.0,212.65114296271335,250.01659804131654,-107.42216574116674,19.159918275725946,20.02583048961184,19.15335392292322,22.677242452727125,16.69002657151646,0.5,1.0,0.6666666666666666,0.0,5.0,0.8,2.0,1.0,202.61091275333342,4. Load Profile (With Solar) Mi2,1,2448
smoothed_20pct,0.8,2.0,3.0,212.65114296271335,250.01659804131654,-107.42216574116674,19.159918275725946,20.02583048961184,19.15335392292322,22.677242452727125,16.69002657151646,0.5,1.0,0.6666666666666666,0.0,4.0,0.8,2.0,1.0,202.61091275333342,4. Load Profile (With Solar) Mi2,1,2448
catch_more_25pct,0.75,2.0,1.0,212.65114296271335,250.01659804131654,-107.42216574116674,19.159918275725946,20.02583048961184,19.15335392292322,22.677242452727125,16.69002657151646,0.4166666666666667,1.0,0.5882352941176471,0.0,7.0,0.8,2.0,1.0,202.61091275333342,4. Load Profile (With Solar) Mi2,1,2448
strict_15pct,0.85,2.0,1.0,152.22322741930876,177.35812521747178,-100.86586119783796,12.704899786348388,13.608953127113143,13.231562386942775,14.228489788806401,11.554275258467218,0.625,1.0,0.7692307692307693,0.0,3.0,0.4,10.0,13.0,212.58664751854508,4. Load Profile (With Solar) Mi2,2,2496
current_20pct,0.8,2.0,1.0,152.22322741930876,177.35812521747178,-100.86586119783796,12.704899786348388,13.608953127113143,13.231562386942775,14.228489788806401,11.554275258467218,0.5,1.0,0.6666666666666666,0.0,4.0,0.4,10.0,13.0,212.58664751854508,4. Load Profile (With Solar) Mi2,2,2496
catch_more_25pct,0.75,2.0,1.0,152.22322741930876,177.35812521747178,-100.86586119783796,12.704899786348388,13.608953127113143,13.231562386942775,14.228489788806401,11.554275258467218,0.4166666666666667,1.0,0.5882352941176471,0.0,5.0,0.4,10.0,13.0,212.58664751854508,4. Load Profile (With Solar) Mi2,2,2496
smoothed_20pct,0.8,2.0,3.0,152.22322741930876,177.35812521747178,-100.86586119783796,12.704899786348388,13.608953127113143,13.231562386942775,14.228489788806401,11.554275258467218,0.4,0.8,0.5333333333333333,1.0,5.0,0.4,10.0,13.0,212.58664751854508,4. Load Profile (With Solar) Mi2,2,2496
strict_15pct,0.85,2.0,1.0,113.37656056942683,133.4594936879111,5.348189157698411,9.976123090928649,10.625071155259713,11.06203782661339,11.19626624898583,8.915129838871817,0.625,1.0,0.7692307692307693,0.0,3.0,0.4,2.0,3.0,140.1894200035215,4. Load Profile (With Solar) Mi2,3,2544
current_20pct,0.8,2.0,1.0,113.37656056942683,133.4594936879111,5.348189157698411,9.976123090928649,10.625071155259713,11.06203782661339,11.19626624898583,8.915129838871817,0.5,1.0,0.6666666666666666,0.0,4.0,0.4,2.0,3.0,140.1894200035215,4. Load Profile (With Solar) Mi2,3,2544
smoothed_20pct,0.8,2.0,3.0,113.37656056942683,133.4594936879111,5.348189157698411,9.976123090928649,10.625071155259713,11.06203782661339,11.19626624898583,8.915129838871817,0.5,1.0,0.6666666666666666,0.0,3.0,0.4,2.0,3.0,140.1894200035215,4. Load Profile (With Solar) Mi2,3,2544
catch_more_25pct,0.75,2.0,1.0,113.37656056942683,133.4594936879111,5.348189157698411,9.976123090928649,10.625071155259713,11.06203782661339,11.19626624898583,8.915129838871817,0.4166666666666667,1.0,0.5882352941176471,0.0,4.0,0.4,2.0,3.0,140.1894200035215,4. Load Profile (With Solar) Mi2,3,2544
strict_15pct,0.85,2.0,1.0,186.35153616626963,263.72142193139496,134.88050817444778,19.420047190579552,20.447538535306663,27.058917618988815,26.924085955221535,19.320250690944686,0.125,0.2,0.15384615384615385,4.0,6.0,0.0,19.0,10.0,48.70171899538491,4. Load Profile (With Solar) Mi2,4,2592
current_20pct,0.8,2.0,1.0,186.35153616626963,263.72142193139496,134.88050817444778,19.420047190579552,20.447538535306663,27.058917618988815,26.924085955221535,19.320250690944686,0.1,0.2,0.13333333333333333,4.0,8.0,0.0,19.0,10.0,48.70171899538491,4. Load Profile (With Solar) Mi2,4,2592
smoothed_20pct,0.8,2.0,3.0,186.35153616626963,263.72142193139496,134.88050817444778,19.420047190579552,20.447538535306663,27.058917618988815,26.924085955221535,19.320250690944686,0.1,0.2,0.13333333333333333,4.0,8.0,0.0,23.0,10.0,48.70171899538491,4. Load Profile (With Solar) Mi2,4,2592
catch_more_25pct,0.75,2.0,1.0,186.35153616626963,263.72142193139496,134.88050817444778,19.420047190579552,20.447538535306663,27.058917618988815,26.924085955221535,19.320250690944686,0.08333333333333333,0.2,0.11764705882352941,4.0,9.0,0.0,19.0,10.0,48.70171899538491,4. Load Profile (With Solar) Mi2,4,2592
current_20pct,0.8,2.0,1.0,210.20795832617583,284.71330915013135,-62.19696411780226,19.983723831289616,21.977584132071197,23.827270892529082,26.746200953511636,19.63540063104354,0.2,0.4,0.26666666666666666,3.0,8.0,0.0,29.0,9.0,213.81270581223316,4. Load Profile (With Solar) Mi2,5,2640
catch_more_25pct,0.75,2.0,1.0,210.20795832617583,284.71330915013135,-62.19696411780226,19.983723831289616,21.977584132071197,23.827270892529082,26.746200953511636,19.63540063104354,0.16666666666666666,0.4,0.23529411764705882,3.0,10.0,0.0,29.0,9.0,213.81270581223316,4. Load Profile (With Solar) Mi2,5,2640
strict_15pct,0.85,2.0,1.0,210.20795832617583,284.71330915013135,-62.19696411780226,19.983723831289616,21.977584132071197,23.827270892529082,26.746200953511636,19.63540063104354,0.125,0.2,0.15384615384615385,4.0,7.0,0.0,29.0,9.0,213.81270581223316,4. Load Profile (With Solar) Mi2,5,2640
smoothed_20pct,0.8,2.0,3.0,210.20795832617583,284.71330915013135,-62.19696411780226,19.983723831289616,21.977584132071197,23.827270892529082,26.746200953511636,19.63540063104354,0.1,0.2,0.13333333333333333,4.0,9.0,0.0,33.0,9.0,213.81270581223316,4. Load Profile (With Solar) Mi2,5,2640
strict_15pct,0.85,2.0,1.0,170.06034633481406,195.4756704548164,-63.61359667616102,16.31274305369919,17.96001225302032,17.876503079492768,17.642208524802925,14.642372318712837,0.125,0.2,0.15384615384615385,4.0,7.0,0.0,17.0,2.0,151.06594429121242,4. Load Profile (With Solar) Mi2,6,2688
current_20pct,0.8,2.0,1.0,170.06034633481406,195.4756704548164,-63.61359667616102,16.31274305369919,17.96001225302032,17.876503079492768,17.642208524802925,14.642372318712837,0.1,0.2,0.13333333333333333,4.0,9.0,0.0,17.0,2.0,151.06594429121242,4. Load Profile (With Solar) Mi2,6,2688
catch_more_25pct,0.75,2.0,1.0,170.06034633481406,195.4756704548164,-63.61359667616102,16.31274305369919,17.96001225302032,17.876503079492768,17.642208524802925,14.642372318712837,0.08333333333333333,0.2,0.11764705882352941,4.0,10.0,0.0,17.0,2.0,151.06594429121242,4. Load Profile (With Solar) Mi2,6,2688
smoothed_20pct,0.8,2.0,3.0,170.06034633481406,195.4756704548164,-63.61359667616102,16.31274305369919,17.96001225302032,17.876503079492768,17.642208524802925,14.642372318712837,0.0,0.0,0.0,5.0,10.0,0.0,24.0,2.0,151.06594429121242,4. Load Profile (With Solar) Mi2,6,2688
strict_15pct,0.85,2.0,1.0,130.41083138167156,158.05849307268448,-1.2032067021144215,13.713021175780396,13.95957169836427,14.603484110817119,16.611507416992588,11.848462749076798,0.625,1.0,0.7692307692307693,0.0,3.0,0.2,2.0,43.0,123.95179980808962,4. Load Profile (With Solar) Mi2,7,2736
current_20pct,0.8,2.0,1.0,130.41083138167156,158.05849307268448,-1.2032067021144215,13.713021175780396,13.95957169836427,14.603484110817119,16.611507416992588,11.848462749076798,0.5,1.0,0.6666666666666666,0.0,4.0,0.2,2.0,43.0,123.95179980808962,4. Load Profile (With Solar) Mi2,7,2736
smoothed_20pct,0.8,2.0,3.0,130.41083138167156,158.05849307268448,-1.2032067021144215,13.713021175780396,13.95957169836427,14.603484110817119,16.611507416992588,11.848462749076798,0.5,1.0,0.6666666666666666,0.0,3.0,0.2,4.0,43.0,123.95179980808962,4. Load Profile (With Solar) Mi2,7,2736
catch_more_25pct,0.75,2.0,1.0,130.41083138167156,158.05849307268448,-1.2032067021144215,13.713021175780396,13.95957169836427,14.603484110817119,16.611507416992588,11.848462749076798,0.4166666666666667,1.0,0.5882352941176471,0.0,4.0,0.2,2.0,43.0,123.95179980808962,4. Load Profile (With Solar) Mi2,7,2736
strict_15pct,0.85,2.0,1.0,139.00410498758887,173.06479828288818,26.05197809308901,13.83756489154313,14.523678410557242,15.99040602443749,17.605778055227688,12.781742856934136,0.625,1.0,0.7692307692307693,0.0,1.0,0.6,9.0,7.0,72.64774078544315,4. Load Profile (With Solar) Mi2,8,2784
current_20pct,0.8,2.0,1.0,139.00410498758887,173.06479828288818,26.05197809308901,13.83756489154313,14.523678410557242,15.99040602443749,17.605778055227688,12.781742856934136,0.5,1.0,0.6666666666666666,0.0,2.0,0.6,9.0,7.0,72.64774078544315,4. Load Profile (With Solar) Mi2,8,2784
smoothed_20pct,0.8,2.0,3.0,139.00410498758887,173.06479828288818,26.05197809308901,13.83756489154313,14.523678410557242,15.99040602443749,17.605778055227688,12.781742856934136,0.5,1.0,0.6666666666666666,0.0,1.0,0.6,6.0,7.0,72.64774078544315,4. Load Profile (With Solar) Mi2,8,2784
catch_more_25pct,0.75,2.0,1.0,139.00410498758887,173.06479828288818,26.05197809308901,13.83756489154313,14.523678410557242,15.99040602443749,17.605778055227688,12.781742856934136,0.4166666666666667,1.0,0.5882352941176471,0.0,3.0,0.6,9.0,7.0,72.64774078544315,4. Load Profile (With Solar) Mi2,8,2784
catch_more_25pct,0.75,2.0,1.0,131.20998242796676,158.79323471914753,-7.957184710165206,12.321873410956908,13.084857942431658,13.792131373505415,14.847427276217628,11.143384892571756,0.4166666666666667,1.0,0.5882352941176471,0.0,6.0,0.2,2.0,4.0,93.60152117920279,4. Load Profile (With Solar) Mi2,9,2832
strict_15pct,0.85,2.0,1.0,131.20998242796676,158.79323471914753,-7.957184710165206,12.321873410956908,13.084857942431658,13.792131373505415,14.847427276217628,11.143384892571756,0.375,0.6,0.4615384615384615,2.0,4.0,0.2,2.0,4.0,93.60152117920279,4. Load Profile (With Solar) Mi2,9,2832
current_20pct,0.8,2.0,1.0,131.20998242796676,158.79323471914753,-7.957184710165206,12.321873410956908,13.084857942431658,13.792131373505415,14.847427276217628,11.143384892571756,0.3,0.6,0.4,2.0,5.0,0.2,2.0,4.0,93.60152117920279,4. Load Profile (With Solar) Mi2,9,2832
smoothed_20pct,0.8,2.0,3.0,131.20998242796676,158.79323471914753,-7.957184710165206,12.321873410956908,13.084857942431658,13.792131373505415,14.847427276217628,11.143384892571756,0.3,0.6,0.4,2.0,5.0,0.2,2.0,4.0,93.60152117920279,4. Load Profile (With Solar) Mi2,9,2832
catch_more_25pct,0.75,2.0,1.0,106.06915025748778,138.64416191985396,34.92579083494177,10.380490575079849,11.071646809571378,12.18668435119974,13.299200184158654,9.938649599989532,0.4166666666666667,1.0,0.5882352941176471,0.0,7.0,0.0,10.0,31.0,66.96294252784173,4. Load Profile (With Solar) Mi2,10,2880
current_20pct,0.8,2.0,1.0,106.06915025748778,138.64416191985396,34.92579083494177,10.380490575079849,11.071646809571378,12.18668435119974,13.299200184158654,9.938649599989532,0.4,0.8,0.5333333333333333,1.0,7.0,0.0,10.0,31.0,66.96294252784173,4. Load Profile (With Solar) Mi2,10,2880
strict_15pct,0.85,2.0,1.0,106.06915025748778,138.64416191985396,34.92579083494177,10.380490575079849,11.071646809571378,12.18668435119974,13.299200184158654,9.938649599989532,0.125,0.2,0.15384615384615385,4.0,6.0,0.0,10.0,31.0,66.96294252784173,4. Load Profile (With Solar) Mi2,10,2880
smoothed_20pct,0.8,2.0,3.0,106.06915025748778,138.64416191985396,34.92579083494177,10.380490575079849,11.071646809571378,12.18668435119974,13.299200184158654,9.938649599989532,0.1,0.2,0.13333333333333333,4.0,8.0,0.0,15.0,31.0,66.96294252784173,4. Load Profile (With Solar) Mi2,10,2880
